MachineID,MachineModel,ServicePeriod,error1_avg,error2_avg,error3_avg,error4_avg,error5_avg,Comp_Timelapse_diff_errors,RecentError,MostOccuredError,comp_1_replace_avg,comp_2_replace_avg,comp_3_replace_avg,comp_4_replace_avg,Comp_Timelapse_diff_replace,RecentReplacedComp,MostReplacedComp,comp1_repair_avg,comp2_repair_avg,comp3_repair_avg,comp4_repair_avg,Comp_Timelapse_diff_repair,RecentRepaired,MostRepairedComponent,Sensor1_max,Sensor2_max,Sensor3_max,Sensor4_max,Sensor1_min,Sensor2_min,Sensor3_min,Sensor4_min,Sensor1_mean,Sensor2_mean,Sensor3_mean,Sensor4_mean,ActionPoint
MID11211,model4,18,51.0,42.0,35.0,0.0,48.75,15.0,error3,error3,85.0,42.0,0.0,48.75,26.25,Component2,Component2,57.83,37.12,32.12,56.0,15.97,Component2,Component3,238.65,644.11,145.3,63.93,114.83,222.48,62.03,21.51,171.13,445.24,100.5,40.55,ComponentReplacement
MID11213,model3,17,40.0,78.75,105.0,0.0,48.0,19.69,error3,error5,60.0,80.03,0.0,55.02,29.1,Component2,Component4,64.8,44.4,61.29,49.0,15.86,Component2,Component2,240.48,639.97,153.15,66.09,113.41,189.61,62.46,20.08,170.72,444.69,100.79,40.47,ComponentReplacement
MID11214,model3,18,73.24,45.0,67.5,0.0,0.0,20.0,error1,error2,90.0,67.5,0.0,0.0,37.5,Component1,Component2,38.73,39.14,32.92,137.0,16.0,Component1,Component1,237.18,633.12,158.16,69.43,112.99,238.64,64.63,20.8,171.06,445.35,100.95,40.32,ComponentRepair
MID11216,model4,17,54.68,75.0,75.0,0.29,85.0,20.0,error1,error1,75.0,75.0,0.0,85.0,37.5,Component4,Component2,131.5,49.43,56.38,38.27,17.53,Component1,Component4,232.03,642.55,167.2,63.26,111.27,210.08,59.55,21.72,170.63,446.86,100.57,40.54,ComponentRepair
MID11217,model2,17,31.38,57.0,71.25,75.0,41.25,16.58,error4,error2,0.0,71.25,75.0,55.0,26.25,Component3,Component2,50.5,50.9,43.0,64.83,16.38,Component3,Component2,231.44,640.25,167.65,73.24,115.47,238.53,59.32,21.09,170.81,445.29,101.43,40.43,ComponentRepair
MID11218,model4,17,22.5,89.53,41.45,0.0,34.63,20.26,error5,error5,22.5,60.0,0.0,50.0,32.14,Component4,Component4,39.2,29.5,22.2,75.6,13.0,Component4,Component1,234.77,626.64,156.17,63.34,117.12,246.64,62.07,17.44,170.6,446.75,100.53,40.46,ComponentRepair
MID11219,model3,18,85.73,82.3,0.0,0.0,60.0,32.92,error2,error2,0.0,0.0,0.0,60.0,48.0,Component4,Component4,63.0,40.18,94.4,61.4,17.36,Component3,Component2,246.33,629.64,154.97,66.17,112.81,212.7,60.34,21.44,170.53,447.82,100.65,40.54,ComponentRepair
MID11220,model3,17,0.0,93.4,0.0,0.0,22.5,40.03,error2,error2,0.0,0.0,0.0,22.5,67.5,Component2,Component4,103.67,46.57,25.55,68.67,19.21,Component2,Component3,232.01,624.32,151.45,65.82,115.3,250.0,61.76,20.94,170.48,446.72,100.51,40.4,ComponentRepair
MID11221,model3,17,57.2,75.65,55.23,0.0,100.0,18.81,error1,error1,127.5,60.0,0.0,150.0,50.0,Component4,Component1,33.5,77.83,58.14,32.38,14.12,Component4,Component4,229.02,629.55,151.22,70.22,113.96,239.27,62.04,19.09,170.7,445.73,100.76,40.29,ComponentRepair
MID11222,model4,18,24.76,30.19,0.0,0.0,75.0,18.75,error5,error1,30.0,0.0,0.0,75.0,37.5,Component4,Component4,48.71,64.33,46.1,48.25,15.35,Component2,Component3,235.8,654.38,154.04,62.03,116.38,215.58,63.38,21.12,170.87,448.4,100.62,40.39,ComponentRepair
MID11223,model3,17,75.0,75.0,60.0,0.0,0.0,23.08,error2,error3,75.0,75.0,0.0,41.56,34.24,Component2,Component2,53.0,51.33,61.71,23.7,13.63,Component1,Component4,227.23,653.54,155.11,63.61,117.24,228.9,65.02,20.05,170.47,445.89,100.63,40.33,ComponentReplacement
MID11224,model3,17,108.14,70.0,70.0,0.0,55.0,27.04,error1,error1,0.0,70.0,0.0,55.0,32.14,Component4,Component2,44.0,52.43,44.0,67.4,15.21,Component3,Component1,234.31,641.47,145.73,69.9,116.67,203.96,60.49,22.45,170.61,446.58,100.75,40.42,ComponentRepair
MID11225,model1,17,45.0,90.0,90.0,41.7,60.0,15.79,error1,error4,45.0,73.78,82.5,60.0,25.01,Component1,Component1,41.12,42.71,149.67,59.83,20.58,Component1,Component1,253.08,658.91,154.2,74.89,116.88,231.61,61.22,22.08,171.11,445.86,101.2,40.44,ComponentReplacement
MID11226,model3,17,65.62,50.71,53.92,0.0,90.0,20.52,error3,error1,60.0,15.0,0.0,90.0,30.0,Component4,Component1,31.67,78.75,112.5,46.5,18.33,Component4,Component4,236.12,644.19,150.91,66.66,117.65,168.71,64.81,17.34,170.84,446.84,100.45,40.52,ComponentRepair
MID11227,model4,18,60.0,48.0,48.0,0.0,0.0,20.77,error2,error2,60.0,60.0,0.0,0.0,38.57,Component2,Component2,40.75,43.1,38.88,68.67,15.38,Component2,Component2,229.26,631.21,158.82,63.32,107.96,185.85,62.41,21.43,170.99,446.39,100.84,40.35,ComponentRepair
MID11229,model3,17,0.0,30.0,30.0,0.0,56.25,28.12,error5,error5,0.0,30.0,0.0,56.25,37.5,Component4,Component4,59.86,31.44,50.5,44.89,14.94,Component2,Component4,229.62,652.45,165.59,64.59,110.51,214.59,56.73,20.17,170.39,447.66,100.94,40.44,ComponentRepair
MID11230,model4,16,0.0,15.04,0.0,0.0,37.5,32.5,error1,error2,137.06,0.0,0.0,66.37,45.69,Component1,Component4,54.71,56.33,67.57,40.6,20.72,Component1,Component1,236.72,638.56,159.78,63.99,117.14,230.57,63.03,19.96,170.49,447.35,100.81,40.5,ComponentRepair
MID11231,model2,17,58.38,63.75,51.0,71.25,31.46,15.0,error3,error1,67.5,63.75,71.25,135.56,22.58,Component3,Component1,42.5,47.5,31.44,113.75,15.61,Component2,Component1,234.59,640.56,150.06,62.19,117.07,106.42,64.72,21.74,170.96,445.71,101.51,40.38,ComponentRepair
MID11232,model4,16,45.0,45.0,45.0,7.0,56.25,12.27,error2,error2,60.0,47.16,0.0,56.25,23.58,Component2,Component2,25.29,34.8,45.5,47.57,11.72,Component2,Component2,239.28,647.23,149.15,64.44,114.59,187.26,59.32,20.97,170.92,443.76,100.76,40.46,ComponentReplacement
MID11234,model3,17,26.6,75.64,84.76,0.0,63.0,22.5,error5,error5,0.0,105.0,0.0,63.0,39.38,Component4,Component4,69.0,38.89,50.67,50.0,17.21,Component2,Component3,246.17,646.05,150.92,63.9,118.33,239.04,59.92,22.94,170.69,446.37,100.54,40.58,ComponentRepair
MID11235,model3,17,71.6,36.18,39.0,0.0,71.25,15.0,error5,error2,0.0,39.0,0.0,71.25,28.5,Component4,Component2,20.86,33.0,60.5,47.43,12.55,Component4,Component2,243.32,677.54,152.04,63.42,114.47,158.71,66.83,20.07,170.58,444.35,100.52,40.41,ComponentRepair
MID11237,model4,16,50.98,0.0,11.0,0.0,82.5,35.24,error5,error1,0.0,0.0,0.0,82.5,45.0,Component4,Component4,42.71,78.5,52.33,48.62,18.56,Component4,Component4,230.25,656.27,155.83,67.66,111.51,233.09,61.53,23.26,170.59,447.69,100.58,40.42,NoIssue
MID11238,model4,17,75.17,61.14,82.5,0.0,45.0,21.59,error1,error1,0.0,82.5,0.0,45.0,32.5,Component4,Component4,55.0,54.0,58.33,40.71,19.44,Component3,Component3,226.83,657.92,152.83,62.73,113.12,162.75,64.82,19.86,170.78,446.78,100.95,40.56,ComponentRepair
MID11239,model3,16,45.62,48.9,35.0,0.0,71.25,19.85,error5,error1,0.0,35.0,0.0,66.03,36.68,Component4,Component4,72.0,38.0,48.2,41.62,16.0,Component4,Component2,228.48,631.4,154.66,67.01,106.48,229.17,64.48,21.45,170.44,447.18,100.43,40.5,ComponentRepair
MID11242,model3,16,44.37,16.03,24.32,0.0,80.0,21.2,error5,error1,56.03,15.0,0.0,80.0,33.24,Component4,Component1,37.75,109.5,79.5,69.0,21.61,Component4,Component1,244.97,635.68,156.86,64.23,115.43,209.13,66.36,22.91,171.25,446.06,100.5,40.58,ComponentReplacement
MID11243,model2,16,60.0,50.0,75.0,63.75,70.0,18.0,error3,error4,90.0,75.0,63.75,70.0,24.55,Component2,Component3,41.75,91.25,52.29,40.44,16.5,Component1,Component1,229.41,646.41,154.32,65.36,117.66,186.33,62.72,21.08,171.1,446.77,101.44,40.47,ComponentRepair
MID11244,model2,17,0.0,59.29,82.5,85.0,67.5,23.75,error4,error5,0.0,82.5,85.0,67.5,31.67,Component3,Component4,47.0,93.5,46.56,42.57,16.04,Component4,Component3,232.8,618.97,168.72,62.89,112.92,248.82,64.52,20.98,170.29,446.42,101.22,40.52,NoIssue
MID11245,model2,17,52.5,50.91,61.95,105.0,48.75,16.3,error2,error2,52.5,48.75,105.0,48.75,23.75,Component2,Component2,46.25,79.17,25.67,61.67,13.57,Component2,Component3,230.38,663.87,169.63,67.91,118.14,229.61,51.39,21.43,171.0,446.04,100.57,40.55,ComponentReplacement
MID11246,model2,17,50.28,97.5,97.5,63.75,75.0,18.85,error1,error1,67.5,97.5,63.75,75.0,23.75,Component3,Component1,27.69,53.57,48.75,29.6,12.24,Component3,Component1,238.1,635.19,150.97,64.28,121.25,244.88,63.7,21.13,170.76,447.87,101.43,40.39,ComponentReplacement
MID11247,model3,17,0.0,60.0,94.63,0.0,65.39,29.72,error5,error5,0.0,60.0,0.0,67.5,38.57,Component4,Component4,23.11,67.8,57.0,47.67,14.27,Component4,Component4,229.06,652.6,154.25,64.64,115.69,185.58,64.27,18.31,170.61,446.22,100.78,40.57,NoIssue
MID11248,model2,17,30.0,120.0,80.0,61.86,50.0,19.0,error2,error4,96.37,120.0,70.0,50.0,27.65,Component2,Component1,42.25,23.53,44.6,73.25,11.47,Component1,Component2,233.14,647.96,150.45,61.79,116.09,184.29,62.83,23.65,171.0,447.27,101.26,40.53,ComponentReplacement
MID11249,model2,17,102.64,45.24,68.5,48.0,63.75,15.57,error3,error2,0.0,60.0,60.0,63.75,23.75,Component4,Component3,58.11,59.67,64.67,26.8,16.84,Component1,Component1,226.41,626.34,158.82,69.29,107.97,220.61,56.49,21.37,170.28,445.04,101.38,40.56,ComponentRepair
MID11251,model4,16,75.0,42.5,42.78,0.0,65.0,15.83,error1,error2,77.53,51.0,0.0,65.0,25.84,Component1,Component2,65.8,38.9,41.12,56.8,13.89,Component3,Component2,236.89,619.38,149.07,67.3,116.32,224.08,63.02,21.17,170.8,445.85,100.61,40.43,ComponentReplacement
MID11252,model4,16,47.26,142.54,0.0,0.0,52.5,35.64,error2,error1,37.5,0.0,0.0,52.5,42.0,Component1,Component1,48.0,69.43,47.0,35.44,16.0,Component1,Component3,234.1,620.19,155.0,62.7,110.5,234.82,65.85,22.04,170.98,445.74,100.76,40.44,ComponentReplacement
MID11253,model3,17,0.0,22.61,15.0,0.0,71.25,25.91,error5,error5,0.0,15.0,0.0,71.25,40.71,Component4,Component4,39.67,51.56,62.0,44.88,15.93,Component4,Component2,228.72,651.06,153.62,66.17,112.85,224.98,61.27,21.67,170.61,447.1,100.77,40.53,ComponentRepair
MID11255,model3,16,45.0,41.25,41.25,0.0,71.25,18.53,error5,error1,56.25,41.25,0.0,71.25,26.25,Component4,Component1,48.0,62.57,36.89,43.8,14.03,Component4,Component4,243.24,641.76,150.82,62.14,116.45,208.51,57.78,20.98,171.25,445.92,100.42,40.6,ComponentRepair
MID11256,model3,16,0.0,72.4,120.0,0.0,60.0,30.36,error4,error2,0.0,120.0,0.0,60.0,52.86,Component2,Component4,42.0,55.12,52.29,56.29,15.13,Component1,Component1,243.41,658.59,150.68,63.3,112.74,182.2,66.45,19.47,170.78,447.33,100.82,40.4,NoIssue
MID11258,model4,16,0.0,45.0,62.38,0.0,67.5,22.28,error2,error3,0.0,45.0,0.0,67.5,35.62,Component2,Component2,34.23,40.62,14.5,66.67,14.32,Component2,Component1,232.87,614.71,149.75,66.33,106.37,206.71,60.3,18.0,170.67,444.12,100.59,40.61,ComponentRepair
MID11259,model3,17,0.0,32.5,65.0,0.0,127.5,19.62,error5,error2,0.0,65.0,0.0,127.5,42.5,Component4,Component2,45.78,66.0,51.7,67.4,17.2,Component3,Component3,239.96,642.39,155.08,60.28,116.07,206.86,64.65,21.48,170.93,446.53,100.71,40.44,ComponentRepair
MID11260,model4,16,0.0,52.44,0.0,0.0,70.0,30.0,error5,error5,0.0,0.0,0.0,70.0,42.0,Component4,Component4,53.71,19.46,21.64,86.5,11.54,Component3,Component2,228.95,635.55,153.33,71.65,113.68,233.87,61.6,21.65,170.66,447.83,100.83,40.44,NoIssue
MID11261,model3,17,75.0,0.0,0.0,20.71,0.0,25.0,error1,error1,112.5,143.56,0.0,0.0,63.43,Component1,Component1,40.43,75.86,38.33,9.5,20.27,Component2,Component2,253.5,640.03,156.06,61.47,112.82,153.67,64.9,20.36,170.6,447.44,100.46,40.32,NoIssue
MID11262,model2,17,75.0,37.5,37.5,60.0,75.0,20.77,error4,error1,75.0,37.5,60.0,75.0,24.55,Component3,Component1,46.17,68.67,60.86,37.0,16.96,Component3,Component1,231.29,681.4,156.07,61.43,110.6,168.78,58.95,18.78,170.7,446.71,100.97,40.47,ComponentRepair
MID11263,model3,17,0.0,69.67,80.33,0.0,82.5,32.13,error3,error3,0.0,45.0,0.0,82.5,51.0,Component1,Component2,88.5,37.71,57.0,33.0,15.29,Component4,Component4,241.58,652.17,145.35,63.64,113.98,244.7,59.11,20.47,170.52,447.79,100.8,40.5,NoIssue
MID11264,model4,16,55.0,135.0,135.0,0.0,45.0,22.5,error2,error5,82.5,135.0,0.0,45.0,33.75,Component2,Component4,50.25,52.12,42.17,47.7,16.28,Component2,Component4,252.03,641.98,161.27,65.4,111.9,170.3,53.82,22.41,170.66,446.68,100.79,40.54,ComponentRepair
MID11265,model3,16,58.22,50.37,67.5,0.0,75.0,25.0,error5,error5,22.5,67.5,0.0,75.0,37.5,Component4,Component4,59.67,18.62,55.57,59.86,14.48,Component2,Component2,232.64,636.23,152.96,62.59,119.2,231.76,64.83,21.57,170.75,445.79,100.38,40.56,ComponentRepair
MID11266,model3,17,0.0,0.0,0.0,0.0,63.75,42.5,error5,error5,0.0,0.0,0.0,63.75,51.0,Component4,Component4,48.86,68.14,46.33,32.45,15.35,Component1,Component4,233.52,648.56,149.82,67.95,116.86,216.35,60.92,20.97,170.32,447.68,100.76,40.57,ComponentReplacement
MID11267,model4,16,32.06,10.96,0.0,0.0,85.0,34.27,error5,error5,0.0,0.0,0.0,85.0,51.0,Component4,Component4,56.2,39.67,46.22,63.71,17.59,Component3,Component3,255.43,635.31,162.36,70.63,112.62,195.68,64.73,21.04,171.01,446.7,100.83,40.45,ComponentReplacement
MID11270,model4,16,128.34,50.0,37.5,0.0,85.0,19.74,error1,error3,0.0,50.0,0.0,85.0,36.43,Component4,Component2,25.4,40.25,45.88,54.43,13.61,Component3,Component2,231.83,641.03,158.92,63.16,100.66,217.98,56.18,20.45,170.71,445.96,100.83,40.41,ComponentRepair
MID11271,model3,16,57.0,75.0,75.0,87.86,50.0,17.5,error1,error1,40.0,100.0,0.0,50.0,33.33,Component2,Component1,91.75,73.86,65.29,71.0,21.5,Component2,Component2,236.83,631.41,150.02,64.29,106.63,232.9,61.15,20.63,170.96,445.34,100.89,40.43,ComponentRepair
MID11272,model2,17,0.0,0.0,57.0,39.0,90.0,23.75,error4,error4,0.0,0.0,48.75,90.0,35.62,Component3,Component3,36.78,66.2,78.2,36.78,13.96,Component3,Component1,238.13,624.33,176.74,64.51,114.54,211.92,61.82,21.42,170.86,446.79,101.35,40.47,NoIssue
MID11273,model3,16,104.75,60.6,11.88,0.0,98.5,34.5,error5,error5,0.0,0.0,0.0,127.5,67.5,Component4,Component4,17.15,49.0,80.0,126.25,16.22,Component2,Component1,231.83,639.66,155.8,64.32,106.98,199.88,66.57,22.5,170.62,447.23,100.67,40.42,NoIssue
MID11274,model2,16,142.5,36.07,46.78,105.0,85.0,17.52,error2,error3,142.5,41.25,105.0,85.0,27.27,Component1,Component2,43.67,30.27,51.0,69.8,13.21,Component1,Component2,228.18,615.09,150.2,63.69,117.59,241.77,63.55,20.92,170.81,445.15,101.14,40.53,ComponentRepair
MID11275,model2,16,52.5,33.75,45.0,67.5,67.5,15.88,error1,error1,70.0,45.0,67.5,77.04,22.39,Component3,Component3,50.0,55.0,39.44,40.62,14.84,Component3,Component3,240.16,632.51,156.79,66.95,115.82,190.02,61.98,21.69,170.89,446.99,101.49,40.39,ComponentReplacement
MID11276,model2,16,0.0,75.0,75.0,54.0,75.0,20.77,error4,error4,0.0,75.0,67.5,83.37,32.51,Component3,Component3,93.5,52.33,62.0,28.55,15.5,Component3,Component4,227.36,619.55,149.83,67.62,118.56,102.17,62.59,20.73,170.49,446.54,101.26,40.45,ComponentRepair
MID11277,model2,16,45.0,18.75,29.43,42.0,48.75,14.25,error2,error4,60.0,37.5,70.0,48.75,23.75,Component2,Component4,46.1,89.2,44.56,34.56,14.42,Component3,Component1,229.83,643.15,174.99,63.38,115.28,196.65,65.39,20.34,171.03,447.11,101.14,40.57,ComponentReplacement
MID11278,model3,16,0.0,85.0,108.14,0.0,75.0,27.04,error3,error5,0.0,127.5,0.0,75.0,52.5,Component4,Component4,58.57,79.2,38.0,50.56,15.1,Component3,Component3,225.12,636.79,149.73,62.42,119.69,257.81,62.03,22.73,170.59,447.32,100.57,40.53,NoIssue
MID11279,model4,16,0.0,60.0,60.0,0.0,27.02,25.0,error1,error5,0.0,60.0,0.0,35.0,37.5,Component4,Component4,28.3,28.11,68.2,44.43,13.84,Component4,Component1,237.16,623.46,154.91,66.44,108.55,186.7,67.04,23.5,170.88,447.32,100.71,40.53,NoIssue
MID11281,model4,16,0.0,45.0,70.65,0.0,50.0,21.2,error3,error2,0.0,67.5,0.0,50.0,35.0,Component2,Component4,40.36,51.75,41.5,54.0,14.81,Component2,Component1,234.32,635.67,151.63,63.02,102.8,169.42,66.33,19.06,170.64,447.28,100.61,40.51,ComponentRepair
MID11283,model4,15,96.89,67.5,67.5,0.0,56.25,20.62,error1,error2,0.0,67.5,0.0,56.25,37.5,Component4,Component2,25.43,44.44,40.0,51.88,12.62,Component4,Component3,242.49,637.85,169.89,65.56,107.29,242.43,66.08,20.49,170.38,446.26,100.76,40.61,ComponentRepair
MID11284,model3,16,60.0,28.37,37.5,0.0,60.0,20.75,error1,error1,60.0,37.5,0.0,60.0,28.12,Component1,Component1,54.5,43.0,48.86,66.0,16.97,Component1,Component2,229.72,633.68,161.13,64.06,114.28,192.51,63.11,21.73,170.87,446.58,100.71,40.29,ComponentRepair
MID11285,model4,16,52.5,0.0,0.0,0.0,75.0,49.01,error2,error5,52.5,0.0,0.0,75.0,57.0,Component1,Component4,81.8,16.38,87.6,48.67,17.19,Component1,Component4,244.91,655.78,148.85,66.56,118.42,205.99,63.85,22.94,170.73,447.13,100.97,40.42,NoIssue
MID11286,model3,15,135.0,25.0,20.6,0.0,135.0,25.91,error5,error3,135.0,25.0,0.0,135.0,40.71,Component4,Component2,56.5,51.5,25.75,45.9,13.5,Component4,Component3,250.02,675.69,149.05,63.59,112.33,221.02,65.88,17.89,170.98,445.51,100.63,40.5,ComponentRepair
MID11287,model4,16,30.0,48.49,90.0,0.0,57.0,20.36,error5,error5,30.0,90.0,0.0,57.0,31.67,Component4,Component4,48.62,40.57,62.0,52.38,14.47,Component3,Component1,233.0,639.36,149.77,65.08,108.05,228.44,60.42,20.88,170.95,448.99,100.8,40.64,ComponentRepair
MID11289,model2,15,70.0,33.75,45.0,85.0,54.0,15.0,error5,error5,70.0,45.0,85.0,54.0,19.29,Component4,Component4,41.5,35.22,39.5,26.33,12.12,Component4,Component2,243.85,647.35,150.93,66.52,110.83,195.76,62.88,20.73,171.07,445.87,101.05,40.56,ComponentReplacement
MID11291,model1,16,75.0,101.23,0.0,71.25,60.0,23.75,error4,error4,75.0,0.0,71.25,60.0,28.5,Component3,Component3,75.43,66.71,31.55,43.29,16.44,Component1,Component3,249.37,650.54,178.07,64.48,114.23,180.66,59.35,21.66,171.0,447.18,101.18,40.58,ComponentRepair
MID11292,model4,16,100.0,31.32,27.08,0.0,0.0,23.08,error1,error2,100.0,15.0,0.0,0.0,50.0,Component1,Component1,37.25,36.14,30.9,62.25,14.21,Component1,Component3,233.39,631.4,154.44,63.35,109.28,214.87,65.67,23.26,171.06,447.08,100.64,40.33,ComponentRepair
MID11293,model3,16,4.66,0.0,0.0,0.0,65.0,27.86,error5,error5,0.0,0.0,0.0,65.0,39.0,Component4,Component4,27.88,20.62,86.0,72.33,16.84,Component1,Component2,231.37,646.57,148.83,65.15,115.86,211.56,60.01,21.71,170.44,448.2,100.67,40.51,NoIssue
MID11294,model2,16,45.0,65.0,65.0,40.0,52.5,13.12,error5,error5,54.78,66.03,60.0,52.5,19.94,Component4,Component1,27.09,49.78,74.5,52.17,14.93,Component2,Component1,247.25,630.03,161.75,64.34,103.42,209.11,60.7,22.28,170.55,445.88,100.87,40.61,ComponentRepair
MID11295,model2,15,49.1,22.5,16.11,70.0,65.0,20.0,error1,error1,35.0,22.5,105.0,65.0,30.0,Component1,Component1,45.86,92.33,26.0,54.0,17.93,Component4,Component4,244.68,644.4,181.41,64.1,115.37,240.11,58.81,22.62,170.82,446.71,101.21,40.35,NoIssue
MID11296,model3,16,0.0,0.0,0.0,0.0,50.0,36.43,error1,error5,0.0,0.0,0.0,50.0,56.25,Component2,Component4,50.78,34.0,47.6,37.44,15.16,Component4,Component1,228.24,645.75,161.72,65.37,120.09,239.45,64.3,21.72,170.84,447.22,100.75,40.45,ComponentRepair
MID11299,model4,15,60.27,30.0,39.54,0.0,95.0,19.0,error5,error1,67.5,40.0,0.0,95.0,35.62,Component4,Component2,84.25,63.67,47.33,51.7,17.79,Component4,Component4,228.75,619.22,148.62,65.21,113.77,240.54,64.89,22.3,170.83,445.79,100.73,40.46,ComponentRepair
MID11300,model3,16,0.0,0.0,0.0,0.0,57.0,35.62,error5,error5,0.0,0.0,0.0,57.0,40.71,Component4,Component4,71.0,29.27,71.0,28.3,15.69,Component2,Component2,224.38,625.1,149.16,64.78,115.9,235.51,65.27,22.93,170.78,448.0,100.79,40.56,ComponentRepair
MID11301,model4,16,28.06,61.81,56.52,37.42,52.5,22.2,error5,error5,30.0,0.0,0.0,59.22,37.02,Component4,Component4,37.5,52.5,50.62,43.33,13.06,Component4,Component4,243.88,620.52,153.29,64.34,113.01,230.06,56.34,23.53,170.66,448.12,100.85,40.5,ComponentRepair
MID11302,model2,15,67.5,48.0,80.0,44.79,37.5,17.81,error5,error2,67.5,80.0,45.28,110.37,27.59,Component4,Component3,62.86,60.71,37.0,41.88,15.66,Component4,Component4,232.84,631.4,162.89,64.41,114.6,225.44,66.34,21.51,170.85,446.85,100.88,40.33,ComponentRepair
MID11303,model2,15,10.38,39.0,33.79,67.5,85.0,14.56,error1,error3,0.0,39.0,67.5,85.0,23.08,Component3,Component2,63.86,59.62,41.0,119.25,16.84,Component3,Component3,233.26,651.59,151.03,67.29,117.18,236.06,55.33,22.31,170.85,445.09,101.49,40.39,ComponentRepair
MID11306,model4,16,60.0,35.0,26.25,0.0,60.0,21.43,error5,error5,60.0,35.78,0.0,60.0,28.01,Component4,Component4,43.2,56.4,24.67,59.62,16.93,Component1,Component1,231.05,630.71,148.79,64.55,114.65,176.83,65.22,20.13,171.0,447.01,100.6,40.54,ComponentRepair
MID11307,model2,15,127.5,90.0,90.0,63.0,90.0,19.69,error5,error4,127.5,90.0,63.0,90.0,24.23,Component4,Component3,54.29,45.62,45.62,73.43,17.63,Component2,Component2,230.73,636.45,150.45,66.24,119.32,174.94,61.78,22.14,170.87,445.65,101.47,40.39,ComponentRepair
MID11308,model3,15,45.0,78.94,40.0,0.0,75.0,28.35,error2,error2,45.0,60.0,0.0,75.0,50.0,Component1,Component1,37.2,92.4,55.29,28.45,13.97,Component2,Component1,237.1,612.78,152.05,64.21,104.02,176.26,60.45,21.86,170.9,446.73,100.76,40.32,NoIssue
MID11309,model3,15,0.0,60.0,71.81,0.0,67.5,30.22,error1,error3,0.0,60.0,0.0,67.5,51.0,Component2,Component2,28.36,34.73,73.5,51.17,12.73,Component2,Component1,236.69,623.47,166.29,62.13,119.32,236.89,63.89,21.39,170.86,445.68,100.99,40.49,ComponentRepair
MID11310,model4,16,67.5,30.0,29.81,0.0,75.0,18.0,error1,error1,67.5,30.0,0.0,75.0,27.0,Component1,Component1,59.0,33.9,39.9,48.43,13.45,Component1,Component2,235.54,629.22,161.45,73.53,117.75,212.67,62.65,22.24,171.28,446.38,100.61,40.39,ComponentReplacement
MID11311,model4,15,77.51,34.98,56.25,0.0,50.0,17.05,error1,error2,75.0,56.25,0.0,50.0,30.0,Component1,Component2,66.43,31.36,101.25,57.86,17.07,Component2,Component2,228.21,643.74,162.23,65.17,114.82,236.48,61.19,21.45,170.64,446.15,100.56,40.4,ComponentRepair
MID11312,model4,16,93.4,35.0,35.0,0.0,51.0,21.43,error1,error5,82.5,35.0,0.0,57.22,33.11,Component1,Component4,65.0,66.25,53.17,45.71,18.89,Component1,Component2,234.49,661.8,160.91,74.27,110.87,193.03,61.17,19.49,170.53,447.28,100.67,40.54,NoIssue
MID11314,model2,16,70.0,107.0,25.0,56.25,40.0,20.06,error2,error4,70.0,37.5,75.0,40.0,28.64,Component2,Component1,51.25,38.0,95.0,38.64,15.15,Component2,Component4,232.54,610.9,149.84,65.05,111.89,241.54,66.96,21.02,170.81,446.51,101.38,40.55,ComponentRepair
MID11315,model3,16,57.14,60.0,60.0,0.0,60.0,18.21,error5,error1,65.0,60.0,0.0,60.0,28.33,Component1,Component1,36.4,58.5,40.7,62.38,14.61,Component2,Component1,242.99,634.17,159.24,64.17,115.51,212.2,63.68,22.15,170.79,446.41,100.97,40.37,ComponentRepair
MID11317,model1,15,55.66,75.0,75.0,50.0,78.75,19.69,error5,error1,80.0,75.0,50.0,78.75,26.25,Component4,Component4,77.8,39.25,83.8,39.89,18.3,Component4,Component4,225.82,651.21,157.46,61.94,105.56,249.73,56.37,22.81,170.58,446.07,101.24,40.48,ComponentRepair
MID11318,model3,15,29.19,45.0,45.0,0.0,112.5,20.36,error2,error2,0.0,45.0,0.0,112.5,35.62,Component2,Component2,32.1,58.5,37.14,68.33,14.62,Component1,Component1,234.09,631.84,154.12,64.34,118.33,231.08,65.71,18.92,171.02,445.66,100.7,40.4,ComponentRepair
MID11320,model3,16,0.0,90.0,90.0,0.0,70.0,26.67,error3,error5,0.0,90.0,0.0,70.0,40.0,Component2,Component4,28.38,67.83,36.14,84.4,18.42,Component3,Component1,229.37,611.08,152.17,62.2,117.31,216.32,56.99,14.64,170.34,447.52,100.85,40.36,ComponentRepair
MID11321,model4,15,75.0,0.0,0.0,0.0,54.0,25.91,error1,error5,75.0,27.06,0.0,54.0,32.41,Component1,Component4,83.6,59.6,64.67,46.3,18.38,Component1,Component4,227.58,637.62,150.07,70.58,109.73,220.52,60.92,19.88,170.91,447.5,100.57,40.6,NoIssue
MID11322,model3,15,0.0,22.5,22.5,0.0,50.0,26.46,error3,error5,0.0,22.5,0.0,43.28,35.45,Component2,Component4,38.0,57.43,44.0,36.33,14.36,Component2,Component1,233.44,648.52,157.28,62.08,115.61,239.57,62.77,20.78,170.81,447.27,100.52,40.47,ComponentReplacement
